id,name,brand,category,store_id,price,discount,stock,image_count,image_first
d5c28a89-c945-452f-bb1d-eef11c904ba2,Croatia 2022/23 Stadium Away,Nike,Women's Nike Dri-FIT Soccer Jersey,93d4e373-94b9-4deb-b208-70f20065825b,95,15,1000,3,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/09edc277-91ae-41c1-b637-ea626da04c55/croatia-2022-23-stadium-away-womens-dri-fit-soccer-jersey-SxfJQn.png"
758dda23-b471-4ace-8ef8-a344f73dbc4e,Nike Therma Lockup (NFL Kansas City Chiefs),Nike,Men's Full-Zip Hoodie,1303bfa5-a404-4d7a-a4d5-676019b359d2,95,7,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/89458020-503e-41ac-91a3-14811c5e1f52/therma-lockup-kansas-city-chiefs-mens-full-zip-hoodie-Tbtw3q.png"
69c4ec5e-3a36-43cc-b8c7-8398cf5744e9,Nike Dri-FIT Primetime Logo (MLB San Francisco Giants),Nike,Men's Shorts,a81e8ab0-ad74-46bb-8035-bf8ccdc0fb08,45,7,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/2606c354-8040-4ca8-aacb-ec5629fd3baf/dri-fit-primetime-logo-san-francisco-giants-mens-shorts-z0DGWC.png"
bdbee393-21a3-4fd2-9a58-363a7e86d08e,Nike City Connect Wordmark (MLB Kansas City Royals),Nike,Men's T-Shirt,c6f3e6a1-dc16-41db-9df9-195a6dd44ec6,30,42,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/c31f89cd-733c-4e5d-ac99-e8290392621d/city-connect-wordmark-kansas-city-royals-mens-t-shirt-8VMhxT.png"
27d0e52e-07f1-432f-a3ee-2efc083ef34b,Nike College Therma (Michigan State),Nike,Women's Long-Sleeve 1/2-Zip Fleece,129613c2-1fb8-453f-ba05-ef44b013e1d5,40,44,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/1bd9d8c2-2761-4606-8282-2eadbddd1ed3/therma-michigan-state-womens-long-sleeve-1-2-zip-fleece-pw1bPx.png"
2d961b29-8d95-47d6-9a64-849848226d6a,Portugal 2022/23 Stadium Home,Nike,Men's Nike Dri-FIT Soccer Shorts,9a70dd89-d54f-482a-b0b4-48e86ced4080,52,17,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/e3acbe03-1614-4945-aa6c-57f2badae1a2/portugal-2022-23-stadium-home-mens-dri-fit-soccer-shorts-whL9Wc.png"
3d8ba7d4-d5f2-4f0a-8d73-501bd3182dd7,Nike College Legacy91 (UNC),Nike,Hat,a81e8ab0-ad74-46bb-8035-bf8ccdc0fb08,21,32,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/fb221958-18a4-4c4e-a02f-46c87e4f6ccd/legacy91-unc-hat-m8jP7l.png"
1e2d4391-cfd2-46c9-b48c-747e61d01dfe,Nike Rewind Playback Helmet (NFL Tennessee Titans),Nike,Men's Long-Sleeve T-Shirt,f26f73e3-ddbe-486c-b074-821032ecda4b,55,6,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/65375c18-fd8d-4d1b-8b58-c27acf03bae7/rewind-playback-helmet-tennessee-titans-mens-long-sleeve-t-shirt-dq5Ngw.png"
a3689c4f-7b56-46de-99bd-458d9616c914,Denver Nuggets Nike x Filip Pagowski,Nike,Men's NBA T-Shirt,b70ae423-4dd0-4b0d-9c84-2348eb684a5f,21,41,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/ullzf167gl2hq6naxi36/denver-nuggets-filip-pagowski-mens-nba-t-shirt-WXs14r.png"
6a4dffa1-cf7a-4921-ace6-98b0a7efa5b3,Hurley Palmdale,Nike,Boys' Board Shorts,cd5afeba-7b87-4066-ac1b-79e38be05cac,40,30,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/a767fe41-827e-40a3-9985-33f5345f441b/hurley-palmdale-boys-board-shorts-rJTJtK.png"
e60cf76d-8708-4007-add1-c7525ec513a6,NFL Minnesota Vikings Nike Vapor Untouchable (Randy Moss),Nike,Men's Limited Football Jersey,cd5afeba-7b87-4066-ac1b-79e38be05cac,160,41,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/1e36d98d-b4c6-47d3-91ab-3615b4fdb009/minnesota-vikings-vapor-untouchable-randy-moss-mens-limited-football-jersey-0HVr67.png"
70719c4c-811b-42a6-8daf-d5df6edf924c,Air Jordan 1 Zoom CMFT,Nike,Shoes,9a70dd89-d54f-482a-b0b4-48e86ced4080,150,7,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/4b95e771-5ca2-4d71-9947-2fc8367f8e45/air-jordan-1-zoom-cmft-shoes-0d4Vf0.png"
598d20b8-573e-4e8f-9527-1c63e8c51d33,Nike Air Pegasus 83 Premium,Nike,Men's Shoes,96b99b77-da29-4c46-a93d-0aa94a993769,89,49,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/64669fb7-f1fd-46ff-9981-0f7017e46ade/air-pegasus-83-premium-mens-shoes-hJdgTj.png"
75a8323a-de8c-4ccc-8103-e59f536053ef,Nike College (Alabama),Nike,Women's Boxy T-Shirt,93d4e373-94b9-4deb-b208-70f20065825b,18,6,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/f909a4a8-ac33-4cad-a924-f8da65789f1c/alabama-womens-boxy-t-shirt-dZGnQN.png"
26ca7265-1ee3-428e-9b68-07ca92d506d7,Nike,Nike,Little Kids' JDI Hat,19652028-a2f5-498e-aa97-7bbbd891d20a,18,2,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/a364b703-76e2-460e-8126-16b5e3fd0c30/little-kids-jdi-hat-JzwF8x.png"
749c962f-204b-45ad-af7e-d6fd14f8b5e0,Nike Fury,Nike,Men's Printed Headband,8c810918-3267-4b52-a960-7b155c146950,13,40,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/94632fe9-eeb5-41ef-9dc5-eb6ee6e81990/fury-mens-printed-headband-GmltrG.png"
8ddbec70-9f24-44e1-aaa6-532f2c2c0cd6,Nike Myriad,Nike,Sunglasses,a81e8ab0-ad74-46bb-8035-bf8ccdc0fb08,69,46,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/teuorhvtz4yoacqebuqb/myriad-sunglasses-LjMP6s.png"
8b997633-f3bd-419d-879c-8acffefcb8fb,Nike Dri-FIT Crucial Catch (NFL Buffalo Bills),Nike,Women's Pullover Hoodie,19652028-a2f5-498e-aa97-7bbbd891d20a,85,27,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/22a5a49a-427c-4923-ab54-38ec9e04d6d8/dri-fit-crucial-catch-buffalo-bills-womens-pullover-hoodie-p3NB8x.png"
35d953ee-ef74-4731-b855-69b2e94d5ef5,Chelsea FC Strike,Nike,Men's Nike Dri-FIT Soccer Track Jacket,1f6f8062-6644-4e23-939c-4db2b0292417,90,46,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/31d0b554-f08d-4d96-9e77-23aca9301e36/chelsea-fc-strike-mens-dri-fit-soccer-track-jacket-gxwm7n.png"
a6f572ec-93ab-4432-8516-51653dd35d63,MLB Boston Red Sox,Nike,Women's Replica Baseball Jersey,1f6f8062-6644-4e23-939c-4db2b0292417,115,12,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/83cb4486-b4d7-4ac2-a359-c5f24ce56f43/boston-red-sox-womens-replica-baseball-jersey-T3tlwS.png"
9233ced2-24a0-407b-bd93-05bd1e39c644,MLB Arizona Diamondbacks City Connect,Nike,Men's Replica Baseball Jersey,f26f73e3-ddbe-486c-b074-821032ecda4b,135,11,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/2c8c1994-c74f-4847-9937-4fa9882c3523/arizona-diamondbacks-city-connect-mens-replica-baseball-jersey-8pr3TS.png"
75a54be1-6cc9-4e9b-9758-8461cd566dbd,Nike College Max 90 (Gonzaga),Nike,Men's Long-Sleeve T-Shirt,e2b9acdb-0c74-4842-9a9d-75af75055da2,26,25,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/6b6b2ec4-2d30-44ac-9db5-bd2a5661bd56/max-90-gonzaga-mens-long-sleeve-t-shirt-cPntKQ.png"
3fe612e9-a4d5-45c6-873f-18c523404e58,Nike Dri-FIT,Nike,Toddler T-Shirt and Shorts Set,1f6f8062-6644-4e23-939c-4db2b0292417,36,5,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/4ea280f3-bb60-4791-baef-40e2fc2f8c9f/dri-fit-toddler-t-shirt-and-shorts-set-d2PkRh.png"
4c83b4e5-b5c3-4ba4-8ce4-3b905fcef95f,Nike Therma Crucial Catch (NFL Atlanta Falcons),Nike,Men's Pullover Hoodie,cd5afeba-7b87-4066-ac1b-79e38be05cac,85,6,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/7efce24d-03f5-43b7-a0da-85445add781c/therma-crucial-catch-atlanta-falcons-mens-pullover-hoodie-9WWwcb.png"
16dd3b77-65d2-4455-ad6d-30ed28d81ee5,Zion 2,Nike,Men's Basketball Shoes,d80c8d56-3b73-4c79-8038-a8eccbf4cbb5,119,16,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/a411221b-097a-4a09-abce-502d02e0b873/zion-2-mens-basketball-shoes-NlS7lv.png"
2d8646dd-04f5-4b04-9cdc-20e7c29a5efb,Jordan,Nike,Little Kids' Hoodie,87775eb6-0f1e-4bf2-a2c0-c66565066822,33,4,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/21ea7f99-4ff9-4039-8a52-d42480ba5f0c/jordan-little-kids-hoodie-1rSLKH.png"
d3e4933d-aa26-4937-b443-4ae8f76070c4,Nike Dri-FIT Sideline Velocity Lockup (NFL Buffalo Bills),Nike,Women's T-Shirt,a81e8ab0-ad74-46bb-8035-bf8ccdc0fb08,40,48,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/f94d221b-1e76-4cbf-9e87-ec97eb82b9bf/dri-fit-sideline-velocity-lockup-buffalo-bills-womens-t-shirt-Qnkls2.png"
5ea02c6a-5df7-4356-9269-348c9a070323,Jordan,Nike,Little Kids' T-Shirt and Shorts Set,93d4e373-94b9-4deb-b208-70f20065825b,34,11,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/a9d7f4bc-ba6e-43ca-8ab8-c64fa6b3038e/jordan-little-kids-t-shirt-and-shorts-set-gnW4JV.png"
22982bd9-1571-4649-b309-6560e6d083c7,Nike Dri-FIT Athletic Arch Jersey (NFL Pittsburgh Steelers),Nike,Men's Pullover Hoodie,87775eb6-0f1e-4bf2-a2c0-c66565066822,100,7,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/04c60ba8-a8d6-4457-95f9-19bc0549de6c/dri-fit-athletic-arch-jersey-pittsburgh-steelers-mens-pullover-hoodie-LKxlFb.png"
1f247b7b-66dd-4311-bd06-899b73333f81,Sylvia Fowles Lynx Explorer Edition,Nike,Nike Dri-FIT WNBA Victory Jersey,a81e8ab0-ad74-46bb-8035-bf8ccdc0fb08,100,48,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/bb9ced95-9d57-41f8-b81f-4750760eed4c/sylvia-fowles-lynx-explorer-edition-dri-fit-wnba-victory-jersey-M9HZFt.png"
da77670c-c880-4a9e-967e-7fd3ed9913e0,Nike Air,Nike,Big Kids' (Boys') Pullover Hoodie,cd5afeba-7b87-4066-ac1b-79e38be05cac,34,21,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/c45813e4-c2dc-40d4-809e-68a294ff98b2/air-big-kids-boys-pullover-hoodie-TV2v6D.png"
821e1f7c-7325-4209-abe5-608c82249f62,Nike Dri-FIT City Connect Striped (MLB San Francisco Giants),Nike,Men's Polo,96b99b77-da29-4c46-a93d-0aa94a993769,65,17,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d9a4ad60-5f25-4593-a515-82960b203e34/dri-fit-city-connect-striped-san-francisco-giants-mens-polo-LcD3Mg.png"
2d03a777-b879-4352-862d-14bb2022ad06,Nike Team (NFL Buffalo Bills),Nike,Men's Tank Top,cd5afeba-7b87-4066-ac1b-79e38be05cac,35,17,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/3afd6e68-518f-42a8-a82c-2f2aaf1b7228/team-buffalo-bills-mens-tank-top-JG4dd0.png"
289132b5-8e0a-472c-9ad2-a0a4b423aefe,Nike Pro,Nike,Men's Tights,f26f73e3-ddbe-486c-b074-821032ecda4b,24,14,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/f9vhxhtq24v49plwcigg/pro-mens-tights-5qtjmK.png"
50b332ab-dafb-4273-a430-484c41a59f7b,Nike SFB Gen 2 8”,Nike,Tactical Boot,b70ae423-4dd0-4b0d-9c84-2348eb684a5f,140,49,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/ygil7q2pr3ncwexcs9fd/sfb-gen-2-8-tactical-boot-ZwTJlXe3.png"
eababdd7-bff0-4a29-af53-50b6cc510245,Nike Air Force 1 '07 LV8,Nike,Men's Shoes,00000000-0000-0000-0000-000000000000,130,39,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d5b46ed8-13d7-4c4f-babf-551657ee8953/air-force-1-07-lv8-mens-shoes-FmhLTk.png"
2ae81078-a6f3-4f62-b08c-8dad75ea6db3,Nike,Nike,Toddler Top and Leggings Set,00000000-0000-0000-0000-000000000000,36,24,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/gjwpit4i4wjw1uvz5jem/toddler-top-and-leggings-set-cTXWGL.png"
a1db8b44-b00d-4a84-b1dd-368f6b332334,Nike Heritage86 (MLB Yankees),Nike,Adjustable Cap,d80c8d56-3b73-4c79-8038-a8eccbf4cbb5,21,31,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/de1966fb-6a4e-44ee-875b-6b90fc67f0e4/heritage86-yankees-adjustable-cap-Nwqd94.png"
51d7ef36-8c6e-494a-baab-d6299887b54a,Nike Essential,Nike,Ball Pump,1f940c8e-467f-4144-821b-15050e8bff05,12,2,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/wvrpvsbaxq8nnzne45th/essential-ball-pump-VzfR35.png"
456a612c-cd13-4eac-9ed3-f92e4b029ca2,Nike,Nike,Women's Twist Mesh Headband,e2b9acdb-0c74-4842-9a9d-75af75055da2,15,36,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d550e601-9d7c-4d5d-a2aa-82322cec68f1/womens-twist-mesh-headband-dwfMr3.png"
6d8bc116-fe0e-444e-8b44-54d27f89ba05,Heat Heritage86,Nike,Nike Dri-FIT NBA Cap,1f6f8062-6644-4e23-939c-4db2b0292417,30,15,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/cb61f4f6-af12-43f4-986b-283b98472b2b/heat-heritage86-dri-fit-nba-cap-rk11Js.png"
82b77f9e-5339-4504-aff9-bdbb898d7fb0,Nike 8-Pound,Nike,Strength Training Ball,c6f3e6a1-dc16-41db-9df9-195a6dd44ec6,26,9,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d55f9bbd-0b3b-4e6d-8ee1-d7400334a0dd/8-pound-strength-training-ball-pgDTNG.png"
026ec728-6ec3-4ea3-9e28-7d9f5c5c62c9,Club América,Nike,Men's Coaches' Jacket,8c810918-3267-4b52-a960-7b155c146950,78,6,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/74a5f609-8bc2-4034-b0a2-f096e13f1896/club-am%C3%A9rica-mens-coaches-jacket-6HBR0H.png"
d5fdccd3-45c0-427f-bab4-1f32aa8b43d5,Nike Sportswear,Nike,Women's High-Rise Fleece Dance Shorts,01e3da9f-c876-4660-b590-d8a9d8115fc5,38,9,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/cd8dda68-0785-46cd-8e45-d4de6d616dc1/sportswear-womens-high-rise-fleece-dance-shorts-XQsx5z.png"
1c1e85f8-1bbb-4f14-a98c-cfaa2b8c7c00,Nike College (Georgia),Nike,Women's Cropped T-Shirt,a81e8ab0-ad74-46bb-8035-bf8ccdc0fb08,35,10,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/20648def-8dc7-4bbe-8a06-468be2f7614e/georgia-womens-cropped-t-shirt-q6NNTN.png"
fa2911fb-fc93-4c73-9f75-1a97a3c25ebc,Charlotte Hornets,Nike,Men's Jordan NBA T-Shirt,d80c8d56-3b73-4c79-8038-a8eccbf4cbb5,35,47,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/34d8c44f-0517-4472-874e-f5791fe56555/charlotte-hornets-mens-jordan-nba-t-shirt-gf5rN7.png"
0e1dd745-a38f-43ce-a7cf-72ff7d12d745,Nike College (Tennessee),Nike,Men's Shorts,9a70dd89-d54f-482a-b0b4-48e86ced4080,24,49,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/60e5c844-19a2-45d9-98b4-7e1ed6f576ff/tennessee-mens-shorts-fLxfh8.png"
80fcce43-40e3-467e-9eaf-3aa1bd702e80,Nike Court Naomi Osaka Collection,Nike,Printed Tennis T-Shirt,c6f3e6a1-dc16-41db-9df9-195a6dd44ec6,30,17,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/8a7c1f6e-6b3b-4fae-9170-603ee65dfb4d/court-naomi-osaka-collection-printed-tennis-t-shirt-xQ6860.png"
75939c78-915d-4c91-94fd-8cd7ed1202ab,Nike College Dri-FIT Coach (Duke),Nike,Men's Shorts,1f940c8e-467f-4144-821b-15050e8bff05,45,1,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/534707a5-2549-4baf-9673-1a13878a46cf/dri-fit-coach-duke-mens-shorts-PL1CkB.png"
027386db-b601-45ff-b6c5-76a361fe13f1,Nike Overview (MLB Philadelphia Phillies),Nike,Men's 1/2-Zip Jacket,19652028-a2f5-498e-aa97-7bbbd891d20a,110,31,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d411fe20-c1e5-4c31-95ae-9df919d97d60/overview-philadelphia-phillies-mens-1-2-zip-jacket-FhVqqZ.png"
e14d8b12-3053-406b-bf6a-9a116fd4eda4,Nike,Nike,Little Kids' High-Waisted Leggings,8c810918-3267-4b52-a960-7b155c146950,12,31,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/5a1d0fca-a88c-4157-b1b1-04ea5f0b7e6d/little-kids-high-waisted-leggings-j4K0WB.png"
b1d253c7-267b-40b1-9384-f20ab55db8ad,Nike Dri-FIT Performance Select,Nike,Big Kids’ (Boys’) Crew-Neck Training Sweatshirt,1f940c8e-467f-4144-821b-15050e8bff05,58,42,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/c12c74b2-c707-4a5e-8944-7a9e99efe49f/dri-fit-performance-select-big-kids-boys-crew-neck-training-sweatshirt-hCBNrr.png"
9746c8c5-0155-45be-bedc-19e108076108,Air Jordan 1 Low SE,Nike,Big Kids' Shoes,d619fc4b-e939-42f3-a42c-46e9e73696c2,95,15,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/fdefd7a0-3a12-476b-9068-1e24f3803683/air-jordan-1-low-se-big-kids-shoes-X6sqJT.png"
e0ca07af-2291-4fe8-8676-c092eaec6115,Air Jordan XXXVI Low Luka PF,Nike,Men's Basketball Shoes,93d4e373-94b9-4deb-b208-70f20065825b,175,16,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/abd51fdf-a7b7-4a2f-aae9-a5b0a81b31ed/air-jordan-xxxvi-low-luka-pf-mens-basketball-shoes-wSX79b.png"
2b18391a-1094-4d39-8398-9d30567ab415,Nike,Nike,Kids' Scrunchie,129613c2-1fb8-453f-ba05-ef44b013e1d5,9,18,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/7f09d89c-4bc9-4de9-b53f-04549d97f090/kids-scrunchie-mn5vD4.png"
a880200c-baa2-40cc-8546-bfed1d474af2,Nike Offline Pack,Nike,Men's Shoes,a81e8ab0-ad74-46bb-8035-bf8ccdc0fb08,92,24,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/cc7901b4-637b-4848-b8ba-9d198d59bf1f/offline-pack-mens-shoes-Kb0Lw5.png"
07e354f9-8e51-490b-b1d0-55fed9e998cb,Nike Dri-FIT Sideline Velocity Lockup (NFL Green Bay Packers),Nike,Women's T-Shirt,1f6f8062-6644-4e23-939c-4db2b0292417,40,27,1000,1,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/76b16fe3-a708-41be-a51a-f19d050db8f8/dri-fit-sideline-velocity-lockup-green-bay-packers-womens-t-shirt-w1mPPs.png"
654ff664-ee20-47c3-9381-77fd9e37c0b3,Philadelphia 76ers,Nike,Men's Nike NBA Shorts,1f940c8e-467f-4144-821b-15050e8bff05,48,37,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/b767c6c8-76ca-4eea-9c3b-459c7c4ea4c7/philadelphia-76ers-mens-nba-shorts-s3FCfg.png"
885cb9bc-2cc5-45f4-947d-4fc6a686af97,Nike Sportswear,Nike,Men's Punk Crew,cd5afeba-7b87-4066-ac1b-79e38be05cac,53,21,1000,4,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d1b4a24f-594b-4f18-8f51-ab977339060a/sportswear-mens-punk-crew-Nw4g9m.png"
